district,date,actual,forecast_mean,forecast_std
AHMEDNAGAR,2020-07-01,6478.0,6893.3741851308905,559.0600733333087
AHMEDNAGAR,2020-08-01,5975.0,6892.695115147268,560.0336360564578
AHMEDNAGAR,2020-09-01,6550.0,6893.660780803004,557.1793753664157
AHMEDNAGAR,2020-10-01,6471.0,6894.402561588412,555.1106510399673
AHMEDNAGAR,2020-11-01,6107.0,6895.246619729311,554.3200455417455
AHMEDNAGAR,2020-12-01,7460.0,6894.710284613443,553.6347773549528
AHMEDNAGAR,2021-01-01,6692.0,6894.408811348353,556.5557081555057
AHMEDNAGAR,2021-02-01,7023.0,6895.017263050326,556.8270005444332
AHMEDNAGAR,2021-03-01,6274.0,6893.277323696386,557.9129325367555
AHMEDNAGAR,2020-07-01,6478.0,6893.3741851308905,559.0600733333087
AHMEDNAGAR,2020-08-01,5975.0,6892.695115147268,560.0336360564578
AHMEDNAGAR,2020-09-01,6550.0,6893.660780803004,557.1793753664157
AHMEDNAGAR,2020-10-01,6471.0,6894.402561588412,555.1106510399673
AHMEDNAGAR,2020-11-01,6107.0,6895.246619729311,554.3200455417455
AHMEDNAGAR,2020-12-01,7460.0,6894.710284613443,553.6347773549528
AHMEDNAGAR,2021-01-01,6692.0,6894.408811348353,556.5557081555057
AHMEDNAGAR,2021-02-01,7023.0,6895.017263050326,556.8270005444332
AHMEDNAGAR,2021-03-01,6274.0,6893.277323696386,557.9129325367555
AHMEDNAGAR,2020-07-01,6478.0,6893.3741851308905,559.0600733333087
AHMEDNAGAR,2020-08-01,5975.0,6892.695115147268,560.0336360564578
AHMEDNAGAR,2020-09-01,6550.0,6893.660780803004,557.1793753664157
AHMEDNAGAR,2020-10-01,6471.0,6894.402561588412,555.1106510399673
AHMEDNAGAR,2020-11-01,6107.0,6895.246619729311,554.3200455417455
AHMEDNAGAR,2020-12-01,7460.0,6894.710284613443,553.6347773549528
AHMEDNAGAR,2021-01-01,6692.0,6894.408811348353,556.5557081555057
AHMEDNAGAR,2021-02-01,7023.0,6895.017263050326,556.8270005444332
AHMEDNAGAR,2021-03-01,6274.0,6893.277323696386,557.9129325367555
AKOLA,2020-07-01,3121.0,2806.8619721011337,660.0968997848846
AKOLA,2020-08-01,3029.0,2709.5340145770083,675.1394056659576
AKOLA,2020-09-01,2763.0,2645.3667354316303,712.2385300208182
AKOLA,2020-10-01,2737.0,2615.881690447964,716.6401831673232
AKOLA,2020-11-01,2700.0,2656.2332271831006,706.5814000366787
AKOLA,2020-12-01,2933.0,2703.043458462064,683.9329401536274
AKOLA,2021-01-01,3111.0,2722.98114595731,678.1005605652024
AKOLA,2021-02-01,2983.0,2725.573883951683,697.1230482610617
AKOLA,2021-03-01,3093.0,2654.9235927284844,705.8117535149225
AMRAVATI,2020-07-01,3459.0,3803.6322660025708,958.4852161948508
AMRAVATI,2020-08-01,3049.0,3722.2507007183676,930.6573709557989
AMRAVATI,2020-09-01,3325.0,3696.561622006565,879.7880023051174
AMRAVATI,2020-10-01,3191.0,3867.660075131789,851.1448414751086
AMRAVATI,2020-11-01,3502.0,3873.34376453227,805.88085380086
AMRAVATI,2020-12-01,4172.0,3933.640131562332,806.4116907734355
AMRAVATI,2021-01-01,4458.0,4063.602860687636,879.4021764916339
AMRAVATI,2021-02-01,4134.0,4015.9841761918187,933.6541381093176
AMRAVATI,2021-03-01,4134.0,3809.9745966372748,972.0719941936555
AURANGABAD,2020-07-01,6028.0,6481.314484868037,1131.973284310368
AURANGABAD,2020-08-01,6173.0,6478.780141755366,1146.2082803146634
AURANGABAD,2020-09-01,6644.0,6572.207486882043,1164.4178462440238
AURANGABAD,2020-10-01,6246.0,6517.167868935363,1171.5719419806187
AURANGABAD,2020-11-01,5765.0,6462.527596682854,1130.192392601565
AURANGABAD,2020-12-01,6760.0,6466.9454044761915,1123.5080790918519
AURANGABAD,2021-01-01,6615.0,6518.942446323849,1146.9181473268945
AURANGABAD,2021-02-01,7139.0,6462.056350418372,1142.3588135810514
AURANGABAD,2021-03-01,6756.0,6599.78113792991,1177.3851351906023
BEED,2020-07-01,3821.0,4066.88651539434,1059.732148987662
BEED,2020-08-01,3261.0,3603.9451707759,1066.6517508539305
BEED,2020-09-01,3819.0,3551.9978449960554,961.8603620767466
BEED,2020-10-01,3751.0,3851.0034045978664,905.4093013090472
BEED,2020-11-01,3332.0,3909.794776318381,886.0963511903955
BEED,2020-12-01,4156.0,3932.2776381077583,865.3086258056271
BEED,2021-01-01,4018.0,3970.805026127611,914.171773186186
BEED,2021-02-01,4267.0,4021.9184999823583,912.1988070314836
BEED,2021-03-01,4241.0,4172.8324230339895,941.5754208764101
BHANDARA,2020-07-01,1262,1340.70425560362,166.04089670667403
BHANDARA,2020-08-01,1185,1340.2790182977635,166.0421557578672
BHANDARA,2020-09-01,1200,1339.8085898179818,166.04111209182858
BHANDARA,2020-10-01,1233,1339.2745855948567,166.03550671551153
BHANDARA,2020-11-01,1093,1338.5962308036878,166.02083756525337
BHANDARA,2020-12-01,1395,1338.1554003659066,166.02810911799423
BHANDARA,2021-01-01,1416,1337.292735356839,166.07467624651932
BHANDARA,2021-02-01,1690,1336.2835609594986,166.07479002409193
BHANDARA,2021-03-01,1729,1335.454404331188,166.1153080362295
BULDHANA,2020-07-01,3900.0,4160.5461231807785,809.0740271207645
BULDHANA,2020-08-01,3612.0,4091.0332282388586,792.6481401301306
BULDHANA,2020-09-01,4073.0,4067.2637188754375,778.8360331447346
BULDHANA,2020-10-01,3614.0,4179.822447106212,757.8903221824966
BULDHANA,2020-11-01,3484.0,4171.413613972065,724.1399598299819
BULDHANA,2020-12-01,4289.0,4155.753616905867,704.1660575133045
BULDHANA,2021-01-01,4304.0,4245.966300745598,742.5472333809613
BULDHANA,2021-02-01,4508.0,4260.57095750623,748.167635200053
BULDHANA,2021-03-01,4443.0,4220.844473357505,781.3752588148882
CHANDRAPUR,2020-07-01,2316.0,2525.6917030289287,637.4221525090259
CHANDRAPUR,2020-08-01,2209.0,2393.7282686087847,619.6821286940911
CHANDRAPUR,2020-09-01,2247.0,2398.8695875195394,578.8604385127474
CHANDRAPUR,2020-10-01,2187.0,2529.1171318012034,546.6025911997747
CHANDRAPUR,2020-11-01,2220.0,2545.1165668951394,530.3613665531303
CHANDRAPUR,2020-12-01,2940.0,2598.699936978486,526.3189630414925
CHANDRAPUR,2021-01-01,3096.0,2895.270835971335,573.58746176513
CHANDRAPUR,2021-02-01,3083.0,2928.9327211796362,601.0991651653185
CHANDRAPUR,2021-03-01,3033.0,2961.1866663800006,632.0593605612366
DHULE,2020-07-01,3857.0,3769.3557256469694,658.1992462864041
DHULE,2020-08-01,3076.0,3740.998857535166,671.1785171243923
DHULE,2020-09-01,3376.0,3656.71774386502,656.4579451646061
DHULE,2020-10-01,3157.0,3678.062041140467,635.286834065839
DHULE,2020-11-01,3146.0,3675.2612715137143,604.2611591554427
DHULE,2020-12-01,3665.0,3657.964874343947,577.6458862670714
DHULE,2021-01-01,3484.0,3722.645664728069,600.7992814028489
DHULE,2021-02-01,3689.0,3710.8443373800583,601.7731416055951
DHULE,2021-03-01,3358.0,3718.98468994306,620.8964228105731
GADCHIROLI,2020-07-01,1431,1684.9131121681135,199.25657131774437
GADCHIROLI,2020-08-01,1224,1691.350303970395,199.3113226517702
GADCHIROLI,2020-09-01,1361,1693.795022216193,199.54742945481087
GADCHIROLI,2020-10-01,1251,1695.7918370485647,199.6674359943846
GADCHIROLI,2020-11-01,1256,1702.8871252402182,199.08771723070998
GADCHIROLI,2020-12-01,1632,1711.2663929647365,198.70235863598012
GADCHIROLI,2021-01-01,1689,1703.4263806683746,199.3002850508977
GADCHIROLI,2021-02-01,2016,1708.4774766816518,199.23405504427305
GADCHIROLI,2021-03-01,2045,1710.7074684557713,199.8077740480691
GONDIA,2020-07-01,1703.0,1650.0428165041403,381.73406045414004
GONDIA,2020-08-01,1383.0,1621.5626615877486,380.66562830210904
GONDIA,2020-09-01,1445.0,1557.9714073428065,354.88325397769756
GONDIA,2020-10-01,1472.0,1566.0276686728967,340.0108868038729
GONDIA,2020-11-01,1519.0,1597.0229474467374,331.71901803662
GONDIA,2020-12-01,1528.0,1667.56267095059,319.52973603575293
GONDIA,2021-01-01,1531.0,1662.6985666306482,325.5909177167594
GONDIA,2021-02-01,1829.0,1656.7175318105112,329.220675716973
GONDIA,2021-03-01,2024.0,1730.3902111015732,350.5422676793049
HINGOLI,2020-07-01,1886.0,1951.9851836408554,176.76440692212773
HINGOLI,2020-08-01,1692.0,1951.7953791842076,177.0582068306929
HINGOLI,2020-09-01,2019.0,1951.5610074530532,176.29128941770577
HINGOLI,2020-10-01,1976.0,1952.6661169912352,176.14200218447047
HINGOLI,2020-11-01,1722.0,1951.9313315351465,176.0986638836466
HINGOLI,2020-12-01,1949.0,1952.006915591061,175.5633322821973
HINGOLI,2021-01-01,1975.0,1952.4296790927212,176.40840512514632
HINGOLI,2021-02-01,2077.0,1951.955832752777,176.25045272843664
HINGOLI,2021-03-01,2045.0,1952.4650390525806,176.61766727733738
JALGAON,2020-07-01,6176.0,6836.497314858485,1105.0565130075208
JALGAON,2020-08-01,5950.0,6790.823346205008,1083.8656305056866
JALGAON,2020-09-01,6369.0,6759.0338116739185,1046.843517433843
JALGAON,2020-10-01,6370.0,6761.765092017098,1020.7911747624112
JALGAON,2020-11-01,6429.0,6753.592691138258,1004.5454936931379
JALGAON,2020-12-01,7344.0,6763.938343014873,1011.5705015395502
JALGAON,2021-01-01,7376.0,6827.053920091267,1054.0471003650885
JALGAON,2021-02-01,7683.0,6842.7821923500815,1083.7143918806316
JALGAON,2021-03-01,6301.0,6883.736448500046,1122.2127948413822
JALNA,2020-07-01,3234.0,3578.830965015312,544.577647255785
JALNA,2020-08-01,3247.0,3545.938079508692,533.4018025624185
JALNA,2020-09-01,3401.0,3552.4258133310395,520.065670354741
JALNA,2020-10-01,3244.0,3565.537097824708,508.72083474155374
JALNA,2020-11-01,3164.0,3555.393876220319,490.3580884488108
JALNA,2020-12-01,3529.0,3551.539734904504,488.51802619523136
JALNA,2021-01-01,3637.0,3572.371261114393,496.81088554349697
JALNA,2021-02-01,3715.0,3574.887564764824,503.13120660232113
JALNA,2021-03-01,3560.0,3574.646602165541,515.6267686401318
KOLHAPUR,2020-07-01,4670.0,5171.388998227191,535.228710248297
KOLHAPUR,2020-08-01,4437.0,5165.971299806011,538.5822190375104
KOLHAPUR,2020-09-01,5026.0,5165.279841751684,522.2404997645065
KOLHAPUR,2020-10-01,4973.0,5180.606330365205,517.9983126037426
KOLHAPUR,2020-11-01,4789.0,5179.284740554398,519.597161039029
KOLHAPUR,2020-12-01,5795.0,5173.758921161504,521.2145165508648
KOLHAPUR,2021-01-01,5111.0,5191.968783907658,543.4587685734982
KOLHAPUR,2021-02-01,5237.0,5175.7715293996625,544.364839309005
KOLHAPUR,2021-03-01,4708.0,5176.403234670134,548.467712773982
LATUR,2020-07-01,3694.0,3877.687492458057,731.0978016963459
LATUR,2020-08-01,3498.0,3901.813241422548,726.1512316603006
LATUR,2020-09-01,3654.0,3925.989691392228,699.9086693361832
LATUR,2020-10-01,3751.0,3943.020332060314,680.5087284097974
LATUR,2020-11-01,3673.0,3922.474409883496,671.2322778893605
LATUR,2020-12-01,4091.0,3904.7467088276317,670.365173540561
LATUR,2021-01-01,4179.0,3922.0679069983244,693.7581428642601
LATUR,2021-02-01,4416.0,3889.42087952232,713.5437009317227
LATUR,2021-03-01,4366.0,3878.533942500773,739.7819709245342
MUMBAI,2020-07-01,2916,3134.366647294762,2873.835782291707
MUMBAI,2020-08-01,2676,2196.3568884457877,2839.7950432420635
MUMBAI,2020-09-01,3035,1505.245860594724,2639.2887759451246
MUMBAI,2020-10-01,2924,835.8470051531222,2639.3749887200706
MUMBAI,2020-11-01,3608,258.05507058755484,2638.127559499609
MUMBAI,2020-12-01,4419,-451.2841751311671,2638.763945612832
MUMBAI,2021-01-01,4239,-1066.862687837623,2640.224714185717
MUMBAI,2021-02-01,4034,-1759.0407450120483,2639.9925326508264
MUMBAI,2021-03-01,4119,-2472.22031389069,2640.3624381442132
NAGPUR,2020-07-01,7018.0,7057.372922689544,1182.992692271252
NAGPUR,2020-08-01,5585.0,7028.297382739747,1211.708113615505
NAGPUR,2020-09-01,5078.0,6939.038245007819,1187.5258018781851
NAGPUR,2020-10-01,5618.0,6870.109007739349,1108.9611564001436
NAGPUR,2020-11-01,6429.0,6899.83611996936,1058.400467763289
NAGPUR,2020-12-01,7872.0,6948.485451898226,1037.3212494633015
NAGPUR,2021-01-01,7618.0,7058.3028336058105,1109.4960243735368
NAGPUR,2021-02-01,8330.0,7070.709503089025,1177.2905881717945
NAGPUR,2021-03-01,8796.0,7125.438660348862,1255.6825670027438
NANDED,2020-07-01,5261.0,5649.76559868788,1322.0740230320382
NANDED,2020-08-01,4984.0,5598.131857343566,1317.5270935406486
NANDED,2020-09-01,5871.0,5565.713828616192,1295.1920862819009
NANDED,2020-10-01,5214.0,5812.564700365145,1342.5769697115866
NANDED,2020-11-01,5237.0,5551.822478237618,1309.5367494837712
NANDED,2020-12-01,6097.0,5640.172698835212,1309.6533896523017
NANDED,2021-01-01,5865.0,5754.385242347665,1396.0622535316336
NANDED,2021-02-01,6268.0,5626.314395858619,1373.2080520177647
NANDED,2021-03-01,5883.0,5673.246605833729,1437.1385555222596
NANDURBAR,2020-07-01,3577.0,3588.4041015700345,847.9516351202603
NANDURBAR,2020-08-01,2901.0,3358.213392501254,853.7494084465033
NANDURBAR,2020-09-01,3040.0,2891.600084364939,836.9982555017382
NANDURBAR,2020-10-01,2588.0,2840.489505455452,808.2433143297835
NANDURBAR,2020-11-01,2581.0,2782.611277197027,733.7107805857423
NANDURBAR,2020-12-01,2989.0,2910.42233565836,684.8736583583192
NANDURBAR,2021-01-01,2803.0,3043.5580370139246,695.2971835836729
NANDURBAR,2021-02-01,3130.0,3135.7539052283973,673.2527709920547
NANDURBAR,2021-03-01,3365.0,3260.287604313902,700.1779064488379
NASHIK,2020-07-01,10668.0,10607.812013340083,2086.7762671486703
NASHIK,2020-08-01,9838.0,10670.388329074001,2148.4569788334197
NASHIK,2020-09-01,10420.0,10525.832371021474,2139.4441411740518
NASHIK,2020-10-01,10365.0,10648.756602377774,2182.7181001225736
NASHIK,2020-11-01,9966.0,10642.997356315578,2173.308871826934
NASHIK,2020-12-01,11339.0,10545.069722110835,2135.356753216802
NASHIK,2021-01-01,11056.0,10811.755112603738,2209.0684058943007
NASHIK,2021-02-01,11802.0,10797.881607170339,2234.088043976246
NASHIK,2021-03-01,10787.0,10941.793618022355,2291.5380936348934
OSMANABAD,2020-07-01,2273.0,2449.9104221649295,282.617118680128
OSMANABAD,2020-08-01,1935.0,2445.6987809351863,281.68056161284613
OSMANABAD,2020-09-01,2241.0,2443.3332938238555,272.7175787563409
OSMANABAD,2020-10-01,2207.0,2447.539553560665,267.0124653849638
OSMANABAD,2020-11-01,2274.0,2447.94502909891,263.923442691498
OSMANABAD,2020-12-01,2540.0,2449.310704686034,263.92537545923284
OSMANABAD,2021-01-01,2519.0,2450.987717061644,268.50341868027886
OSMANABAD,2021-02-01,2847.0,2450.6019168778657,270.6995332353557
OSMANABAD,2021-03-01,2677.0,2453.391399540739,276.0304738266842
PALGHAR,2020-07-01,4867.0,5399.484958628204,1130.591813253216
PALGHAR,2020-08-01,4606.0,5172.79998679484,1094.0828668544104
PALGHAR,2020-09-01,4753.0,5012.107275398421,1090.762912739344
PALGHAR,2020-10-01,4616.0,5032.8366804272055,1034.8946147250952
PALGHAR,2020-11-01,4554.0,5047.501101964736,989.8386369836328
PALGHAR,2020-12-01,5005.0,5015.078644159753,972.6287466439926
PALGHAR,2021-01-01,5509.0,5104.07475634907,996.442067622232
PALGHAR,2021-02-01,5817.0,5288.535737388742,1034.0599378046923
PALGHAR,2021-03-01,6435.0,5422.42776835117,1085.4073436044969
PARBHANI,2020-07-01,3186.0,3072.9709364763685,295.059335944205
PARBHANI,2020-08-01,2743.0,3071.9741002253263,295.5832336869786
PARBHANI,2020-09-01,3099.0,3070.294172134435,293.96893144725516
PARBHANI,2020-10-01,2920.0,3071.338683601657,293.6297413518783
PARBHANI,2020-11-01,2538.0,3071.191697969634,291.44682322543485
PARBHANI,2020-12-01,3472.0,3069.8230331894147,289.48256838129583
PARBHANI,2021-01-01,3279.0,3072.5706383993775,291.88427823324946
PARBHANI,2021-02-01,3530.0,3072.5749905250213,292.48273889179626
PARBHANI,2021-03-01,3595.0,3072.8574813019577,294.53802378711754
PUNE,2020-07-01,14939.0,16424.979482959094,2917.6927151505847
PUNE,2020-08-01,14322.0,16054.85149917075,2971.6914419765903
PUNE,2020-09-01,16328.0,16092.555854142855,3029.1289118775485
PUNE,2020-10-01,15750.0,16481.907655261948,3071.5834854815985
PUNE,2020-11-01,15551.0,16335.030715626925,2997.040823143498
PUNE,2020-12-01,18113.0,16148.134745656333,3015.1898971143637
PUNE,2021-01-01,17234.0,16515.5006220648,3196.005744888064
PUNE,2021-02-01,17537.0,16381.15862943015,3215.9448463529466
PUNE,2021-03-01,18280.0,16222.96365811289,3286.5050216163813
RAIGAD,2020-07-01,3465,3987.086475596985,400.8170642862874
RAIGAD,2020-08-01,3013,4153.057555868305,405.72905146982635
RAIGAD,2020-09-01,3412,4371.628020764379,413.25262314631004
RAIGAD,2020-10-01,3704,4347.172163206647,413.8403837318176
RAIGAD,2020-11-01,3998,4270.412618432653,413.2629919339165
RAIGAD,2020-12-01,5251,4104.9399430228905,409.69342653838606
RAIGAD,2021-01-01,4693,3745.388579801491,449.7075565047647
RAIGAD,2021-02-01,4937,3830.2022777052816,440.78764827371447
RAIGAD,2021-03-01,4981,3700.927210301348,437.65376978763743
RATNAGIRI,2020-07-01,1742.0,1673.8592453133847,407.29914926481194
RATNAGIRI,2020-08-01,1206.0,1586.392591499885,423.09397771414086
RATNAGIRI,2020-09-01,1279.0,1366.652311071788,409.5750600034713
RATNAGIRI,2020-10-01,1186.0,1403.876529285427,390.7520357681822
RATNAGIRI,2020-11-01,1074.0,1364.3271883630593,350.6586334648405
RATNAGIRI,2020-12-01,1108.0,1335.0491773414583,312.58721785711043
RATNAGIRI,2021-01-01,1177.0,1348.6430018812384,310.0397072798642
RATNAGIRI,2021-02-01,1246.0,1377.3812592938923,304.8814459879884
RATNAGIRI,2021-03-01,1164.0,1407.2075417407343,307.01677134624214
SANGLI,2020-07-01,4264.0,4266.143924919991,851.503434319528
SANGLI,2020-08-01,3874.0,4254.748939585143,865.7355731735726
SANGLI,2020-09-01,3891.0,4134.898450442288,836.446453978618
SANGLI,2020-10-01,3891.0,4134.040913196842,813.3135395605524
SANGLI,2020-11-01,3821.0,4067.904538250882,790.265037429743
SANGLI,2020-12-01,4539.0,4032.9058033672527,768.2636237307892
SANGLI,2021-01-01,4333.0,4235.432748989655,805.4811616098938
SANGLI,2021-02-01,4393.0,4144.802344272291,821.5652738703711
SANGLI,2021-03-01,4144.0,4277.2514781806185,847.9652717901387
SATARA,2020-07-01,3915.0,4041.7190387859036,305.6071745942379
SATARA,2020-08-01,3233.0,4042.0323037319044,306.669064089838
SATARA,2020-09-01,3103.0,4041.65437743511,303.94009011730554
SATARA,2020-10-01,3760.0,4042.1578390746354,301.38680318928016
SATARA,2020-11-01,3582.0,4042.624855260267,300.78484079442967
SATARA,2020-12-01,4595.0,4041.8358860463036,300.1481769657221
SATARA,2021-01-01,4175.0,4042.7529784260473,302.8533268202512
SATARA,2021-02-01,4151.0,4041.551094664896,304.8170733234182
SATARA,2021-03-01,3735.0,4042.038981095024,305.5925792412674
SINDHUDURG,2020-07-01,721.0,674.4074182974844,82.55214717004253
SINDHUDURG,2020-08-01,549.0,674.2826429799173,82.63935488818525
SINDHUDURG,2020-09-01,579.0,674.2234112210067,82.31672237270809
SINDHUDURG,2020-10-01,530.0,674.232507202669,82.0778335610049
SINDHUDURG,2020-11-01,476.0,674.2550437782415,81.79807882485656
SINDHUDURG,2020-12-01,592.0,674.3094795684692,81.56072502892769
SINDHUDURG,2021-01-01,618.0,674.3463305358578,81.60038768997354
SINDHUDURG,2021-02-01,640.0,674.3904529389896,81.63810816075996
SINDHUDURG,2021-03-01,659.0,674.421793531673,81.74243166090889
SOLAPUR,2020-07-01,6858.0,7037.017905709299,1641.2226247965611
SOLAPUR,2020-08-01,6356.0,7041.682862223752,1658.6999621640816
SOLAPUR,2020-09-01,6758.0,6856.83442095984,1606.190123217957
SOLAPUR,2020-10-01,6321.0,7106.191809448593,1606.9216254043795
SOLAPUR,2020-11-01,6058.0,6878.164433282776,1567.8376150156375
SOLAPUR,2020-12-01,7648.0,6814.478271371518,1511.0611755657026
SOLAPUR,2021-01-01,7550.0,7515.542867127805,1630.3842250794585
SOLAPUR,2021-02-01,6956.0,7170.767899072974,1648.4351122000385
SOLAPUR,2021-03-01,7219.0,6882.527306238142,1646.9511422148162
THANE,2020-07-01,12050.0,14128.231540042034,2365.322323353806
THANE,2020-08-01,12215.0,13851.776275810034,2371.8537856336097
THANE,2020-09-01,13770.0,13839.688722795128,2340.147083990645
THANE,2020-10-01,13402.0,14114.230268383692,2372.853582467452
THANE,2020-11-01,13995.0,14228.00371455564,2341.082218004323
THANE,2020-12-01,14285.0,14078.835394790955,2419.056632908315
THANE,2021-01-01,15181.0,13964.780928231618,2515.920200838215
THANE,2021-02-01,16357.0,14007.887349977456,2571.6915951206447
THANE,2021-03-01,16591.0,13996.215920240875,2700.165034857852
WARDHA,2020-07-01,1452.0,1532.0524506403617,392.2455629863583
WARDHA,2020-08-01,1358.0,1556.7922309199905,386.1046949889746
WARDHA,2020-09-01,1360.0,1560.4478514057168,364.6721651928987
WARDHA,2020-10-01,1306.0,1592.289778341738,351.71814101552724
WARDHA,2020-11-01,1196.0,1584.8672609182572,345.01958783568455
WARDHA,2020-12-01,1561.0,1582.018896784018,329.8709606936136
WARDHA,2021-01-01,1640.0,1678.5089303100901,347.0218332596803
WARDHA,2021-02-01,1787.0,1648.3039528294876,360.782031262777
WARDHA,2021-03-01,1743.0,1655.1547226760194,385.5882967984246
WASHIM,2020-07-01,1629.0,1613.3528947231025,457.25035200340994
WASHIM,2020-08-01,1502.0,1679.792430641071,455.40097141525195
WASHIM,2020-09-01,1599.0,1603.1900018570577,444.3279161389655
WASHIM,2020-10-01,1501.0,1699.1022337508368,431.4290554009698
WASHIM,2020-11-01,1453.0,1632.0673080962092,426.99247970619325
WASHIM,2020-12-01,1839.0,1672.6243043216896,415.9045246470443
WASHIM,2021-01-01,1658.0,1758.3463561022825,440.11838680386825
WASHIM,2021-02-01,1858.0,1630.2543149378184,440.117071821053
WASHIM,2021-03-01,1844.0,1766.6188522117407,460.7394302324531
YAVATMAL,2020-07-01,3673.0,3849.629276662644,670.901643708416
YAVATMAL,2020-08-01,3425.0,3833.3391084802506,675.222937821162
YAVATMAL,2020-09-01,3507.0,3801.5261461640875,652.8369637025235
YAVATMAL,2020-10-01,3562.0,3779.8902603771257,636.7610365104379
YAVATMAL,2020-11-01,3501.0,3790.15445596714,635.2562753366592
YAVATMAL,2020-12-01,3918.0,3783.9409689409663,628.9053176932488
YAVATMAL,2021-01-01,3851.0,3827.7292536454197,647.4353056789995
YAVATMAL,2021-02-01,3983.0,3859.0606975998426,658.2136418914184
YAVATMAL,2021-03-01,4182.0,3874.1681952735566,672.485359410588
MUMBAI SUBURBAN,2021-02-01,13444.0,13771.678829521788,1838.0511748099193
MUMBAI SUBURBAN,2021-03-01,13294.0,13994.942621639188,1834.523870534326
