district,date,actual,forecast,lower_ci,upper_ci
AHMEDNAGAR,2020-06-01,39.0,36.48576817527406,-12.178226040698448,85.14976239124657
AHMEDNAGAR,2020-07-01,40.0,0.0,-67.954850939591,67.954850939591
AHMEDNAGAR,2020-08-01,55.0,0.0,-67.954850939591,67.954850939591
AHMEDNAGAR,2020-09-01,36.0,0.0,-67.954850939591,67.954850939591
AHMEDNAGAR,2020-10-01,82.0,0.0,-67.954850939591,67.954850939591
AHMEDNAGAR,2020-11-01,49.0,0.0,-67.954850939591,67.954850939591
AHMEDNAGAR,2020-12-01,36.0,0.0,-67.954850939591,67.954850939591
AHMEDNAGAR,2021-01-01,45.0,0.0,-67.954850939591,67.954850939591
AHMEDNAGAR,2021-02-01,28.0,0.0,-67.954850939591,67.954850939591
AHMEDNAGAR,2021-03-01,28.0,0.0,-67.954850939591,67.954850939591
AKOLA,2020-06-01,37.0,39.869954867858624,21.453001988532968,58.28690774718428
AKOLA,2020-07-01,34.0,44.855654789526994,26.252766961472908,63.45854261758108
AKOLA,2020-08-01,45.0,47.15674706106624,28.36976439414965,65.94372972798283
AKOLA,2020-09-01,54.0,49.07432395401561,30.105032983847913,68.04361492418332
AKOLA,2020-10-01,48.0,40.253470246448494,21.103606484668177,59.40333400822881
AKOLA,2020-11-01,39.0,44.855654789526994,25.526905107289178,64.18440447176481
AKOLA,2020-12-01,33.0,43.70510865375737,24.199113512199744,63.211103795315
AKOLA,2021-01-01,31.0,38.719408732089,19.03776427217836,58.40105319199964
AKOLA,2021-02-01,26.0,36.418316460549754,16.562576463506264,56.27405645759325
AKOLA,2021-03-01,33.0,38.335893353499124,18.307571081924454,58.3642156250738
AMRAVATI,2020-06-01,51.0,54.13217856517804,32.18223700537884,76.08212012497724
AMRAVATI,2020-07-01,62.0,54.76231324906762,24.33641527361936,85.18821122451587
AMRAVATI,2020-08-01,70.0,48.0961331377708,11.56146776283068,84.63079851271092
AMRAVATI,2020-09-01,98.0,49.1468647034877,7.774393630466598,90.5193357765088
AMRAVATI,2020-10-01,55.0,39.702482869202484,-5.673286612620288,85.07825235102526
AMRAVATI,2020-11-01,45.0,42.124287221113086,-6.650162294045252,90.89873673627142
AMRAVATI,2020-12-01,54.0,42.99252431384194,-8.716137389752916,94.7011860174368
AMRAVATI,2021-01-01,41.0,44.86123259366572,-9.410796296965351,99.13326148429678
AMRAVATI,2021-02-01,32.0,39.102917980759855,-17.428225940288165,95.63406190180788
AMRAVATI,2021-03-01,43.0,36.89756496387817,-21.638022101231066,95.4331520289874
AURANGABAD,2020-06-01,63.0,50.573850085546376,31.92370352093026,69.22399665016249
AURANGABAD,2020-07-01,53.0,50.900259257858735,29.58537464499521,72.21514387072226
AURANGABAD,2020-08-01,74.0,67.44371284824992,43.84374872225495,91.04367697424487
AURANGABAD,2020-09-01,76.0,70.93233200369768,45.32237211161387,96.54229189578149
AURANGABAD,2020-10-01,56.0,64.14674533713925,36.73881729880571,91.55467337547279
AURANGABAD,2020-11-01,57.0,66.49721665206197,37.46168964905524,95.53274365506869
AURANGABAD,2020-12-01,71.0,58.57334233929135,28.05126254792743,89.09542213065527
AURANGABAD,2021-01-01,69.0,59.115889994211294,27.226676558087533,91.00510343033505
AURANGABAD,2021-02-01,40.0,65.76004391617388,32.606582298838156,98.9135055335096
AURANGABAD,2021-03-01,40.0,62.146982142057695,27.81915327396073,96.47481101015467
BEED,2020-06-01,21.0,25.52107031041861,3.755586709210508,47.28655391162671
BEED,2020-07-01,30.0,23.261608206761796,-6.188399914667457,52.71161632819105
BEED,2020-08-01,30.0,21.20218352064923,-13.355985773017515,55.76035281431597
BEED,2020-09-01,33.0,19.32508629874599,-18.961981779914534,57.61215437740651
BEED,2020-10-01,16.0,17.61417450661442,-23.514455375474537,58.74280438870338
BEED,2020-11-01,18.0,16.054735215831776,-27.29315949432022,59.402629925983774
BEED,2020-12-01,11.0,14.633358080657016,-30.475283576776135,59.74199973809017
BEED,2021-01-01,19.0,13.337820016213573,-33.18294841998305,59.85858845241019
BEED,2021-02-01,11.0,12.156980086481974,-35.505136904412275,59.81909707737622
BEED,2021-03-01,14.0,11.080683698195193,-37.50924959866118,59.67061699505157
BHANDARA,2020-06-01,16.0,13.69442728731649,0.36722963818778886,27.021624936445193
BHANDARA,2020-07-01,19.0,15.17533799455116,-2.532017685944904,32.88269367504722
BHANDARA,2020-08-01,22.0,13.53084414790694,-6.904141962529273,33.96583025834315
BHANDARA,2020-09-01,28.0,16.857590311517193,-5.440702165657051,39.155882788691436
BHANDARA,2020-10-01,22.0,16.625377643018258,-6.999918924952553,40.25067421098907
BHANDARA,2020-11-01,25.0,12.417207503712135,-12.17538091408619,37.00979592151046
BHANDARA,2020-12-01,28.0,9.090028744123732,-16.217908982794164,34.39796647104163
BHANDARA,2021-01-01,19.0,9.068570775493082,-16.77348262896308,34.910624179949245
BHANDARA,2021-02-01,19.0,7.8838255710481615,-18.35966840050223,34.12731954259855
BHANDARA,2021-03-01,21.0,6.340260267526405,-20.206373794834334,32.88689432988714
BULDHANA,2020-06-01,25.0,26.573582236413824,11.706957658219073,41.44020681460857
BULDHANA,2020-07-01,31.0,26.429245500127905,10.07684664485036,42.78164435540545
BULDHANA,2020-08-01,25.0,25.636897263112274,6.100880248705675,45.17291427751887
BULDHANA,2020-09-01,17.0,25.200425828391822,3.9491545805106547,46.45169707627299
BULDHANA,2020-10-01,19.0,24.597067465483903,1.4104249294107518,47.783710001557054
BULDHANA,2020-11-01,24.0,24.098441765297892,-0.599495034380169,48.79637856497595
BULDHANA,2020-12-01,19.0,23.562829202507928,-2.59572102274954,49.7213794277654
BULDHANA,2021-01-01,18.0,23.0635944952749,-4.373947220253655,50.50113621080345
BULDHANA,2021-02-01,24.0,22.56219404638378,-6.069013353220843,51.1934014459884
BULDHANA,2021-03-01,20.0,22.07832233143737,-7.639624418148312,51.796269081023055
CHANDRAPUR,2020-06-01,43.0,20.24985714421664,-32.116009633617665,72.61572392205095
CHANDRAPUR,2020-07-01,41.0,11.749933576608427,-40.61593320122588,64.11580035444274
CHANDRAPUR,2020-08-01,37.0,19.499941765459244,-32.86592501237506,71.86580854329355
CHANDRAPUR,2020-09-01,44.0,27.499788901112822,-24.866077876721484,79.86565567894712
CHANDRAPUR,2020-10-01,67.0,15.249953594396912,-37.11591318343739,67.61582037223121
CHANDRAPUR,2020-11-01,47.0,15.749878982167766,-36.61598779566654,68.11574576000207
CHANDRAPUR,2020-12-01,35.0,15.749895360425782,-36.615971417408524,68.1157621382601
CHANDRAPUR,2021-01-01,23.0,16.499929026877417,-35.86593775095689,68.86579580471172
CHANDRAPUR,2021-02-01,19.0,20.499841675854487,-31.86602510197982,72.8657084536888
CHANDRAPUR,2021-03-01,27.0,12.749928117127272,-39.61593866070703,65.11579489496158
DHULE,2020-06-01,20.0,11.949457948335002,-15.853028290348664,39.751944187018665
DHULE,2020-07-01,24.0,11.421626478172747,-18.28771556377415,41.130968520119644
DHULE,2020-08-01,31.0,10.917110380314261,-20.433126385899406,42.267347146527925
DHULE,2020-09-01,27.0,10.434879768107471,-22.342761780792863,43.212521317007806
DHULE,2020-10-01,50.0,9.97395024705468,-24.055480147773295,44.00338064188266
DHULE,2020-11-01,25.0,9.533380905333066,-25.6007277403233,44.66748955098944
DHULE,2020-12-01,33.0,9.112272393077927,-27.001552331648806,45.226097117804656
DHULE,2021-01-01,34.0,8.709765086507806,-28.27645700968359,45.695987182699206
DHULE,2021-02-01,47.0,8.325037333143909,-29.440601079728573,46.090675746016394
DHULE,2021-03-01,44.0,7.957303774541673,-30.506611447980035,46.42121899706338
GADCHIROLI,2020-06-01,28.0,23.142335078262686,5.167369937489116,41.11730021903625
GADCHIROLI,2020-07-01,46.0,21.198546459161953,-3.0825862614140647,45.47967917973797
GADCHIROLI,2020-08-01,44.0,22.451199383359516,-5.99766836708201,50.900067133801045
GADCHIROLI,2020-09-01,44.0,26.106155482340128,-5.367185881812215,57.579496846492475
GADCHIROLI,2020-10-01,41.0,18.860622763487314,-14.903512572149722,52.62475809912435
GADCHIROLI,2020-11-01,40.0,23.126272223537814,-12.41576019957591,58.668304646651535
GADCHIROLI,2020-12-01,35.0,19.502715584302884,-17.440675232571472,56.44610640117724
GADCHIROLI,2021-01-01,26.0,23.001455009411565,-15.058115457048878,61.06102547587201
GADCHIROLI,2021-02-01,25.0,18.230010120386744,-20.72511349970698,57.18513374048047
GADCHIROLI,2021-03-01,17.0,17.926626691681523,-21.75073342713559,57.60398681049864
GONDIA,2020-06-01,20.0,20.193242921950933,7.713184343378925,32.67330150052294
GONDIA,2020-07-01,23.0,18.939405700066544,3.855861281541838,34.022950118591254
GONDIA,2020-08-01,21.0,27.05629385723792,11.972749438713215,42.13983827576263
GONDIA,2020-09-01,28.0,22.54691154769827,7.463367129173562,37.630455966222975
GONDIA,2020-10-01,39.0,23.448788009606197,8.36524359108149,38.5323324281309
GONDIA,2020-11-01,30.0,24.35066447151413,9.267120052989423,39.43420889003883
GONDIA,2020-12-01,23.0,19.841282161974476,4.75773774344977,34.924826580499186
GONDIA,2021-01-01,17.0,15.331899852434821,0.24835543391011505,30.415444270959526
GONDIA,2021-02-01,14.0,13.528146928618963,-1.5553974899057437,28.61169134714367
GONDIA,2021-03-01,16.0,16.23377631434275,1.1502318958180453,31.317320732867458
HINGOLI,2020-06-01,5.0,13.431461894678893,4.5550614931592435,22.307862296198543
HINGOLI,2020-07-01,12.0,10.851578658272574,-1.189582081823433,22.892739398368583
HINGOLI,2020-08-01,19.0,10.731298297411664,-3.432324696376206,24.894921291199534
HINGOLI,2020-09-01,14.0,9.390312751656632,-6.336609245444617,25.11723474875788
HINGOLI,2020-10-01,20.0,10.456329171200874,-6.472718076780303,27.38537641918205
HINGOLI,2020-11-01,12.0,11.92844082593236,-5.948092904677958,29.804974556542682
HINGOLI,2020-12-01,13.0,6.260170291917557,-12.37504735625134,24.895387940086454
HINGOLI,2021-01-01,8.0,4.719364629565623,-14.529967333046836,23.968696592178084
HINGOLI,2021-02-01,12.0,5.633729388068329,-14.116550474053106,25.384009250189763
HINGOLI,2021-03-01,16.0,5.338662995974621,-14.82256590778942,25.499891899738664
JALGAON,2020-06-01,29.0,36.61749336335729,10.17144546220375,63.06354126451083
JALGAON,2020-07-01,21.0,34.38053385167988,-1.895425802095076,70.65649350545483
JALGAON,2020-08-01,25.0,32.2802300036556,-10.841316965472828,75.40177697278403
JALGAON,2020-09-01,41.0,30.308233536577077,-18.050956883503623,78.66742395665779
JALGAON,2020-10-01,37.0,28.45670616360754,-24.088524519419384,81.00193684663446
JALGAON,2020-11-01,39.0,26.71828843817712,-29.25813564603039,82.69471252238463
JALGAON,2020-12-01,17.0,25.086070501672218,-33.749409792077174,83.92155079542161
JALGAON,2021-01-01,24.0,23.55356461814604,-37.69173304572814,84.79886228202022
JALGAON,2021-02-01,16.0,22.114679386881274,-41.17895102763981,85.40830980140237
JALGAON,2021-03-01,16.0,20.76369553030511,-44.28217371152785,85.80956477213807
JALNA,2020-06-01,27.0,28.424671081188833,9.636907893567628,47.21243426881004
JALNA,2020-07-01,38.0,26.93206420245909,1.0503572662514244,52.81377113866676
JALNA,2020-08-01,26.0,25.51783554974533,-5.374551896328239,56.4102229958189
JALNA,2020-09-01,25.0,24.17786940684595,-10.603225459486247,58.95896427317815
JALNA,2020-10-01,29.0,22.908266177784476,-15.025791030196125,60.84232338576508
JALNA,2020-11-01,20.0,21.70533103812822,-18.8509857942813,62.26164787053774
JALNA,2020-12-01,25.0,20.56556318223712,-22.208128149971436,63.33925451444568
JALNA,2021-01-01,29.0,19.485645635149908,-25.185001288486575,64.15629255878639
JALNA,2021-02-01,18.0,18.462435599457965,-27.845029080973784,64.76990027988971
JALNA,2021-03-01,26.0,17.492955309074134,-30.236146859128475,65.22205747727673
KOLHAPUR,2020-06-01,27.0,20.777366634087272,1.2171690087108544,40.33756425946369
KOLHAPUR,2020-07-01,23.0,19.82704743591729,-6.7809512354906865,46.43504610732526
KOLHAPUR,2020-08-01,20.0,16.33126924478453,-15.048811308826131,47.71134979839519
KOLHAPUR,2020-09-01,16.0,15.892670842850901,-19.03654269829541,50.821884383997215
KOLHAPUR,2020-10-01,14.0,15.184888258767826,-22.500598071866214,52.87037458940187
KOLHAPUR,2020-11-01,15.0,11.009871348443207,-28.870079517193865,50.889822214080276
KOLHAPUR,2020-12-01,20.0,9.355205266297833,-32.30016552371963,51.0105760563153
KOLHAPUR,2021-01-01,40.0,8.937691544041627,-34.17009128074808,52.045474368831336
KOLHAPUR,2021-02-01,29.0,6.43361649569424,-37.87192514090689,50.739158132295366
KOLHAPUR,2021-03-01,21.0,6.556634989626519,-38.742630624453604,51.85590060370664
LATUR,2020-06-01,37.0,19.597932501120617,-5.864672258721232,45.06053726096246
LATUR,2020-07-01,16.0,0.0,-35.441287371472185,35.441287371472185
LATUR,2020-08-01,58.0,0.0,-35.441287371472185,35.441287371472185
LATUR,2020-09-01,35.0,0.0,-35.441287371472185,35.441287371472185
LATUR,2020-10-01,38.0,0.0,-35.441287371472185,35.441287371472185
LATUR,2020-11-01,14.0,0.0,-35.441287371472185,35.441287371472185
LATUR,2020-12-01,17.0,0.0,-35.441287371472185,35.441287371472185
LATUR,2021-01-01,10.0,0.0,-35.441287371472185,35.441287371472185
LATUR,2021-02-01,25.0,0.0,-35.441287371472185,35.441287371472185
LATUR,2021-03-01,12.0,0.0,-35.441287371472185,35.441287371472185
MUMBAI,2020-06-01,77.0,171.1677448120385,104.18982305815399,238.14566656592302
MUMBAI,2020-07-01,74.0,131.22563602888613,64.2477142750016,198.20355778277064
MUMBAI,2020-08-01,66.0,162.76078049267764,95.78285873879312,229.73870224656216
MUMBAI,2020-09-01,76.0,142.05670544914676,75.07878369526225,209.03462720303128
MUMBAI,2020-10-01,90.0,152.718844289668,85.74092253578348,219.69676604355251
MUMBAI,2020-11-01,69.0,155.73242776810426,88.75450601421973,222.7103495219888
MUMBAI,2020-12-01,46.0,139.69049156509465,72.71256981121012,206.66841331897916
MUMBAI,2021-01-01,54.0,122.789133217251,55.811211463366476,189.76705497113554
MUMBAI,2021-02-01,41.0,99.0,32.022078246115484,165.97792175388452
MUMBAI,2021-03-01,50.0,143.0,76.02207824611548,209.97792175388452
NAGPUR,2020-06-01,63.0,34.44402144438676,6.195588918519249,62.69245397025428
